Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
B1XHL0	reviewed	ARGR_ECODH	Arginine repressor	argR ECDH10B_3414	Escherichia coli (strain K12 / DH10B)	156
B1XHL3	reviewed	AAEA_ECODH	p-hydroxybenzoic acid efflux pump subunit AaeA, pHBA efflux pump protein A	aaeA ECDH10B_3418	Escherichia coli (strain K12 / DH10B)	310
B1XHL4	reviewed	AAEX_ECODH	Protein AaeX	aaeX ECDH10B_3419	Escherichia coli (strain K12 / DH10B)	67
B1XHM8	reviewed	PRMA_ECODH	Ribosomal protein L11 methyltransferase, L11 Mtase, EC 2.1.1.-	prmA ECDH10B_3434	Escherichia coli (strain K12 / DH10B)	293
B1XHN0	reviewed	FIS_ECODH	DNA-binding protein Fis	fis ECDH10B_3436	Escherichia coli (strain K12 / DH10B)	98
C1P5Z7	reviewed	SGRT_ECOLI	Putative inhibitor of glucose uptake transporter SgrT	sgrT b4662 JW0068.1	Escherichia coli (strain K12)	43
C1P5Z8	reviewed	YKGR_ECOLI	Uncharacterized membrane protein YkgR	ykgR b4671 JW5035.1	Escherichia coli (strain K12)	33
C1P601	reviewed	RZOQ_ECOLI	Putative lipoprotein RzoQ	rzoQ b4689 JW1545.1	Escherichia coli (strain K12)	84
C1P602	reviewed	YOAK_ECOLI	Uncharacterized membrane protein YoaK	yoaK b4676 JW5292.1	Escherichia coli (strain K12)	32
C1P603	reviewed	YOAJ_ECOLI	Uncharacterized protein YoaJ	yoaJ b4675 JW5292.2	Escherichia coli (strain K12)	24
C1P608	reviewed	IBSB_ECOLI	Small toxic protein IbsB	ibsB b4668 JW2058.2	Escherichia coli (strain K12)	18
C1P609	reviewed	YOHP_ECOLI	Uncharacterized membrane protein YohP	yohP b4679 JW5358.1	Escherichia coli (strain K12)	27
C1P610	reviewed	YPDK_ECOLI	Uncharacterized membrane protein YpdK	ypdK b4680 JW2375.1	Escherichia coli (strain K12)	23
C1P611	reviewed	SHOB_ECOLI	Small toxic protein ShoB	shoB ryfB yphI b4687 JW2546.1	Escherichia coli (strain K12)	26
C4ZPS8	reviewed	LPT_ECOBW	thr operon leader peptide (thr operon attenuator)	thrL BWG_0001	Escherichia coli (strain K12 / MC4100 / BW2952)	21
C4ZPT0	reviewed	KHSE_ECOBW	Homoserine kinase, HK, HSK, EC 2.7.1.39	thrB BWG_0003	Escherichia coli (strain K12 / MC4100 / BW2952)	310
C4ZPU9	reviewed	RS20_ECOBW	30S ribosomal protein S20	rpsT BWG_0021	Escherichia coli (strain K12 / MC4100 / BW2952)	87
C4ZPV6	reviewed	RIHC_ECOBW	Non-specific ribonucleoside hydrolase RihC, EC 3.2.-.- (Purine/pyrimidine ribonucleoside hydrolase)	rihC BWG_0028	Escherichia coli (strain K12 / MC4100 / BW2952)	304
C4ZPW1	reviewed	CAIE_ECOBW	Carnitine operon protein CaiE	caiE BWG_0033	Escherichia coli (strain K12 / MC4100 / BW2952)	196
C4ZPW6	reviewed	CAIT_ECOBW	L-carnitine/gamma-butyrobetaine antiporter	caiT BWG_0038	Escherichia coli (strain K12 / MC4100 / BW2952)	504
C4ZPW7	reviewed	FIXA_ECOBW	Protein FixA	fixA BWG_0039	Escherichia coli (strain K12 / MC4100 / BW2952)	256
C4ZPW8	reviewed	FIXB_ECOBW	Protein FixB	fixB BWG_0040	Escherichia coli (strain K12 / MC4100 / BW2952)	313
C4ZPX5	reviewed	APAH_ECOBW	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical, EC 3.6.1.41 (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	apaH BWG_0047	Escherichia coli (strain K12 / MC4100 / BW2952)	280
C4ZPY5	reviewed	ARAA_ECOBW	L-arabinose isomerase, EC 5.3.1.4	araA BWG_0058	Escherichia coli (strain K12 / MC4100 / BW2952)	500
C4ZPY6	reviewed	ARAB_ECOBW	Ribulokinase, EC 2.7.1.16	araB BWG_0059	Escherichia coli (strain K12 / MC4100 / BW2952)	566
C4ZPZ4	reviewed	LEUD_ECOBW	3-isopropylmalate dehydratase small subunit, EC 4.2.1.33 (Alpha-IPM isomerase, IPMI) (Isopropylmalate isomerase)	leuD BWG_0067	Escherichia coli (strain K12 / MC4100 / BW2952)	201
C4ZPZ7	reviewed	LEU1_ECOBW	2-isopropylmalate synthase, EC 2.3.3.13 (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA BWG_0070	Escherichia coli (strain K12 / MC4100 / BW2952)	523
C4ZQ03	reviewed	MRAZ_ECOBW	Transcriptional regulator MraZ	mraZ BWG_0076	Escherichia coli (strain K12 / MC4100 / BW2952)	152
C4ZQ04	reviewed	RSMH_ECOBW	Ribosomal RNA small subunit methyltransferase H, EC 2.1.1.199 (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW BWG_0077	Escherichia coli (strain K12 / MC4100 / BW2952)	313
C4ZQ17	reviewed	LOLA_ECOBW	Outer-membrane lipoprotein carrier protein	lolA BWG_0743	Escherichia coli (strain K12 / MC4100 / BW2952)	203
C4ZQ24	reviewed	YCAD_ECOBW	Uncharacterized MFS-type transporter YcaD	ycaD BWG_0750	Escherichia coli (strain K12 / MC4100 / BW2952)	382
C4ZQ36	reviewed	KCY_ECOBW	Cytidylate kinase, CK, EC 2.7.4.25 (Cytidine monophosphate kinase, CMP kinase)	cmk BWG_0762	Escherichia coli (strain K12 / MC4100 / BW2952)	227
C4ZQ38	reviewed	IHFB_ECOBW	Integration host factor subunit beta, IHF-beta	ihfB himD BWG_0764	Escherichia coli (strain K12 / MC4100 / BW2952)	94
C4ZQ41	reviewed	LPXK_ECOBW	Tetraacyldisaccharide 4'-kinase, EC 2.7.1.130 (Lipid A 4'-kinase)	lpxK BWG_0767	Escherichia coli (strain K12 / MC4100 / BW2952)	328
C4ZQ44	reviewed	KDSB_ECOBW	3-deoxy-manno-octulosonate cytidylyltransferase, EC 2.7.7.38 (CMP-2-keto-3-deoxyoctulosonic acid synthase, CKS, CMP-KDO synthase)	kdsB BWG_0770	Escherichia coli (strain K12 / MC4100 / BW2952)	248
C4ZQ57	reviewed	PNCB_ECOBW	Nicotinate phosphoribosyltransferase, NAPRTase, EC 6.3.4.21	pncB BWG_0783	Escherichia coli (strain K12 / MC4100 / BW2952)	400
C4ZQ61	reviewed	SSUD_ECOBW	Alkanesulfonate monooxygenase, EC 1.14.14.5 (FMNH2-dependent aliphatic sulfonate monooxygenase)	ssuD BWG_0787	Escherichia coli (strain K12 / MC4100 / BW2952)	381
C4ZQ82	reviewed	MATP_ECOBW	Macrodomain Ter protein	matP BWG_0808	Escherichia coli (strain K12 / MC4100 / BW2952)	150
C4ZQ84	reviewed	SULA_ECOBW	Cell division inhibitor SulA	sulA BWG_0810	Escherichia coli (strain K12 / MC4100 / BW2952)	169
C4ZQ89	reviewed	MGSA_ECOBW	Methylglyoxal synthase, MGS, EC 4.2.3.3	mgsA BWG_0815	Escherichia coli (strain K12 / MC4100 / BW2952)	152
C4ZQ92	reviewed	HSPQ_ECOBW	Heat shock protein HspQ	hspQ BWG_0818	Escherichia coli (strain K12 / MC4100 / BW2952)	105
C4ZQ93	reviewed	RLMI_ECOBW	Ribosomal RNA large subunit methyltransferase I, EC 2.1.1.191 (23S rRNA m5C1962 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RlmI)	rlmI BWG_0819	Escherichia coli (strain K12 / MC4100 / BW2952)	396
C4ZQC6	reviewed	TORD_ECOBW	Chaperone protein TorD	torD BWG_0852	Escherichia coli (strain K12 / MC4100 / BW2952)	199
C4ZQC8	reviewed	CBPA_ECOBW	Curved DNA-binding protein	cbpA BWG_0854	Escherichia coli (strain K12 / MC4100 / BW2952)	306
C4ZQD6	reviewed	RUTE_ECOBW	Probable malonic semialdehyde reductase RutE, EC 1.1.1.298	rutE BWG_0862	Escherichia coli (strain K12 / MC4100 / BW2952)	196
C4ZQD7	reviewed	RUTD_ECOBW	Putative carbamate hydrolase RutD, EC 3.5.1.- (Aminohydrolase)	rutD BWG_0863	Escherichia coli (strain K12 / MC4100 / BW2952)	266
C4ZQD8	reviewed	RUTC_ECOBW	3-aminoacrylate deaminase RutC, 3-AA deaminase, EC 3.5.-.-	rutC BWG_0864	Escherichia coli (strain K12 / MC4100 / BW2952)	128
C4ZQD9	reviewed	RUTB_ECOBW	Ureidoacrylate amidohydrolase RutB, EC 3.5.1.110	rutB BWG_0865	Escherichia coli (strain K12 / MC4100 / BW2952)	230
C4ZQE7	reviewed	RUVC_ECOBW	Crossover junction endodeoxyribonuclease RuvC, EC 3.1.21.10 (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC BWG_1677	Escherichia coli (strain K12 / MC4100 / BW2952)	173
C4ZQF4	reviewed	CMOA_ECOBW	Carboxy-S-adenosyl-L-methionine synthase, Cx-SAM synthase, EC 2.1.3.-	cmoA BWG_1684	Escherichia coli (strain K12 / MC4100 / BW2952)	247
C4ZQF5	reviewed	CMOB_ECOBW	tRNA U34 carboxymethyltransferase, EC 2.5.1.-	cmoB BWG_1685	Escherichia coli (strain K12 / MC4100 / BW2952)	323
C4ZQF8	reviewed	CUTC_ECOBW	PF03932 family protein CutC	cutC BWG_1688	Escherichia coli (strain K12 / MC4100 / BW2952)	248
C4ZQG0	reviewed	SYR_ECOBW	Arginine--tRNA ligase, EC 6.1.1.19 (Arginyl-tRNA synthetase, ArgRS)	argS BWG_1690	Escherichia coli (strain K12 / MC4100 / BW2952)	577
C4ZQJ1	reviewed	UVRC_ECOBW	UvrABC system protein C, Protein UvrC (Excinuclease ABC subunit C)	uvrC BWG_1722	Escherichia coli (strain K12 / MC4100 / BW2952)	610
C4ZQJ7	reviewed	DCYD_ECOBW	D-cysteine desulfhydrase, EC 4.4.1.15	dcyD BWG_1728	Escherichia coli (strain K12 / MC4100 / BW2952)	328
C4ZQK4	reviewed	FLIT_ECOBW	Flagellar protein FliT	fliT BWG_1735	Escherichia coli (strain K12 / MC4100 / BW2952)	121
C4ZQL1	reviewed	FLIE_ECOBW	Flagellar hook-basal body complex protein FliE	fliE BWG_1742	Escherichia coli (strain K12 / MC4100 / BW2952)	104
C4ZQM8	reviewed	MPGP_ECOBW	Mannosyl-3-phosphoglycerate phosphatase, MPGP, EC 3.1.3.70	BWG_1759	Escherichia coli (strain K12 / MC4100 / BW2952)	271
C4ZQP2	reviewed	MSRQ_ECOBW	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ BWG_1773	Escherichia coli (strain K12 / MC4100 / BW2952)	211
C4ZQP5	reviewed	MTFA_ECOBW	Protein MtfA (Mlc titration factor A)	mtfA BWG_1776	Escherichia coli (strain K12 / MC4100 / BW2952)	265
C4ZQQ4	reviewed	COBT_ECOBW	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase, NN:DBI PRT, EC 2.4.2.21 (N(1)-alpha-phosphoribosyltransferase)	cobT BWG_1785	Escherichia coli (strain K12 / MC4100 / BW2952)	359
C4ZQS4	reviewed	YQHA_ECOBW	UPF0114 protein YqhA	yqhA BWG_2718	Escherichia coli (strain K12 / MC4100 / BW2952)	164
C4ZQV8	reviewed	ZUPT_ECOBW	Zinc transporter ZupT	zupT BWG_2752	Escherichia coli (strain K12 / MC4100 / BW2952)	257
C4ZQY2	reviewed	RS21_ECOBW	30S ribosomal protein S21	rpsU BWG_2776	Escherichia coli (strain K12 / MC4100 / BW2952)	71
C4ZQY5	reviewed	MUG_ECOBW	G/U mismatch-specific DNA glycosylase, EC 3.2.2.28 (Double-strand-specific uracil glycosylase) (Mismatch-specific uracil DNA-glycosylase, MUG)	mug BWG_2779	Escherichia coli (strain K12 / MC4100 / BW2952)	168
C4ZR08	reviewed	UXAC_ECOBW	Uronate isomerase, EC 5.3.1.12 (Glucuronate isomerase) (Uronic isomerase)	uxaC BWG_2802	Escherichia coli (strain K12 / MC4100 / BW2952)	470
C4ZR30	reviewed	TDCC_ECOBW	Threonine/serine transporter TdcC (H(+)/threonine-serine symporter)	tdcC BWG_2824	Escherichia coli (strain K12 / MC4100 / BW2952)	443
C4ZR44	reviewed	KBAZ_ECOBW	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	kbaZ BWG_2838	Escherichia coli (strain K12 / MC4100 / BW2952)	426
C4ZR49	reviewed	HFQ_ECOBW	RNA-binding protein Hfq	hfq BWG_3884	Escherichia coli (strain K12 / MC4100 / BW2952)	102
C4ZR55	reviewed	NSRR_ECOBW	HTH-type transcriptional repressor NsrR	nsrR BWG_3890	Escherichia coli (strain K12 / MC4100 / BW2952)	141
C4ZR68	reviewed	ULAR_ECOBW	HTH-type transcriptional regulator UlaR	ulaR BWG_3903	Escherichia coli (strain K12 / MC4100 / BW2952)	251
C4ZR69	reviewed	ULAG_ECOBW	Probable L-ascorbate-6-phosphate lactonase UlaG, EC 3.1.1.- (L-ascorbate utilization protein G)	ulaG BWG_3904	Escherichia coli (strain K12 / MC4100 / BW2952)	354
C4ZR74	reviewed	ULAE_ECOBW	L-ribulose-5-phosphate 3-epimerase UlaE, EC 5.1.3.22 (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase)	ulaE BWG_3909	Escherichia coli (strain K12 / MC4100 / BW2952)	284
C4ZR77	reviewed	RS6_ECOBW	30S ribosomal protein S6	rpsF BWG_3912	Escherichia coli (strain K12 / MC4100 / BW2952)	131
C4ZR78	reviewed	PRIB_ECOBW	Primosomal replication protein N	priB BWG_3913	Escherichia coli (strain K12 / MC4100 / BW2952)	104
C4ZR79	reviewed	RS18_ECOBW	30S ribosomal protein S18	rpsR BWG_3914	Escherichia coli (strain K12 / MC4100 / BW2952)	75
C4ZR80	reviewed	RL9_ECOBW	50S ribosomal protein L9	rplI BWG_3915	Escherichia coli (strain K12 / MC4100 / BW2952)	149
C4ZR85	reviewed	YTFE_ECOBW	Iron-sulfur cluster repair protein YtfE	ytfE BWG_3920	Escherichia coli (strain K12 / MC4100 / BW2952)	220
C4ZR95	reviewed	MSRA_ECOBW	Peptide methionine sulfoxide reductase MsrA, Protein-methionine-S-oxide reductase, EC 1.8.4.11 (Peptide-methionine (S)-S-oxide reductase, Peptide Met(O) reductase)	msrA BWG_3930	Escherichia coli (strain K12 / MC4100 / BW2952)	212
C4ZRB7	reviewed	PYRI_ECOBW	Aspartate carbamoyltransferase regulatory chain	pyrI BWG_3952	Escherichia coli (strain K12 / MC4100 / BW2952)	153
C4ZRB8	reviewed	PYRB_ECOBW	Aspartate carbamoyltransferase, EC 2.1.3.2 (Aspartate transcarbamylase, ATCase)	pyrB BWG_3953	Escherichia coli (strain K12 / MC4100 / BW2952)	311
C4ZRJ2	reviewed	SECM_ECOBW	Secretion monitor	secM BWG_0092	Escherichia coli (strain K12 / MC4100 / BW2952)	170
C4ZRJ5	reviewed	YACG_ECOBW	DNA gyrase inhibitor YacG	yacG BWG_0095	Escherichia coli (strain K12 / MC4100 / BW2952)	65
C4ZRJ6	reviewed	ZAPD_ECOBW	Cell division protein ZapD (Z ring-associated protein D)	zapD BWG_0096	Escherichia coli (strain K12 / MC4100 / BW2952)	247
C4ZRN9	reviewed	SFSA_ECOBW	Sugar fermentation stimulation protein A	sfsA BWG_0139	Escherichia coli (strain K12 / MC4100 / BW2952)	234
C4ZRP9	reviewed	ERPA_ECOBW	Iron-sulfur cluster insertion protein ErpA	erpA BWG_0149	Escherichia coli (strain K12 / MC4100 / BW2952)	114
C4ZRQ3	reviewed	DGTP_ECOBW	Deoxyguanosinetriphosphate triphosphohydrolase, dGTP triphosphohydrolase, dGTPase, EC 3.1.5.1	dgt BWG_0153	Escherichia coli (strain K12 / MC4100 / BW2952)	505
C4ZRQ8	reviewed	DAPD_ECOBW	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase, EC 2.3.1.117 (Tetrahydrodipicolinate N-succinyltransferase, THDP succinyltransferase, THP succinyltransferase, Tetrahydropicolinate succinylase)	dapD BWG_0158	Escherichia coli (strain K12 / MC4100 / BW2952)	274
C4ZRR2	reviewed	EFTS_ECOBW	Elongation factor Ts, EF-Ts	tsf BWG_0162	Escherichia coli (strain K12 / MC4100 / BW2952)	283
C4ZRR4	reviewed	RRF_ECOBW	Ribosome-recycling factor, RRF (Ribosome-releasing factor)	frr BWG_0164	Escherichia coli (strain K12 / MC4100 / BW2952)	185
C4ZRR9	reviewed	BAMA_ECOBW	Outer membrane protein assembly factor BamA	bamA yaeT BWG_0169	Escherichia coli (strain K12 / MC4100 / BW2952)	810
C4ZRS3	reviewed	LPXA_ECOBW	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, UDP-N-acetylglucosamine acyltransferase, EC 2.3.1.129	lpxA BWG_0173	Escherichia coli (strain K12 / MC4100 / BW2952)	262
C4ZRS4	reviewed	LPXB_ECOBW	Lipid-A-disaccharide synthase, EC 2.4.1.182	lpxB BWG_0174	Escherichia coli (strain K12 / MC4100 / BW2952)	382
C4ZRT7	reviewed	SYP_ECOBW	Proline--tRNA ligase, EC 6.1.1.15 (Prolyl-tRNA synthetase, ProRS)	proS BWG_0187	Escherichia coli (strain K12 / MC4100 / BW2952)	572
C4ZRU9	reviewed	GLO2_ECOBW	Hydroxyacylglutathione hydrolase, EC 3.1.2.6 (Glyoxalase II, Glx II)	gloB BWG_0199	Escherichia coli (strain K12 / MC4100 / BW2952)	251
C4ZRX5	reviewed	YCDX_ECOBW	Probable phosphatase YcdX, EC 3.1.3.-	ycdX BWG_0883	Escherichia coli (strain K12 / MC4100 / BW2952)	245
C4ZRY8	reviewed	OPGC_ECOBW	Glucans biosynthesis protein C, EC 2.1.-.-	mdoC opgC BWG_0896	Escherichia coli (strain K12 / MC4100 / BW2952)	385
C4ZRY9	reviewed	OPGG_ECOBW	Glucans biosynthesis protein G	mdoG opgG BWG_0897	Escherichia coli (strain K12 / MC4100 / BW2952)	511
C4ZRZ3	reviewed	MDTG_ECOBW	Multidrug resistance protein MdtG	mdtG BWG_0901	Escherichia coli (strain K12 / MC4100 / BW2952)	408
C4ZRZ5	reviewed	TRHO_ECOBW	tRNA uridine(34) hydroxylase, EC 1.14.-.- (tRNA hydroxylation protein O)	trhO yceA BWG_0903	Escherichia coli (strain K12 / MC4100 / BW2952)	350
C4ZRZ9	reviewed	MTOX_ECOBW	N-methyl-L-tryptophan oxidase, MTOX, EC 1.5.3.-	solA BWG_0907	Escherichia coli (strain K12 / MC4100 / BW2952)	372
C4ZS05	reviewed	MDTH_ECOBW	Multidrug resistance protein MdtH	mdtH BWG_0913	Escherichia coli (strain K12 / MC4100 / BW2952)	402
C4ZS19	reviewed	FLGH_ECOBW	Flagellar L-ring protein (Basal body L-ring protein)	flgH BWG_0927	Escherichia coli (strain K12 / MC4100 / BW2952)	232
C4ZS20	reviewed	FLGI_ECOBW	Flagellar P-ring protein (Basal body P-ring protein)	flgI BWG_0928	Escherichia coli (strain K12 / MC4100 / BW2952)	365
C4ZS29	reviewed	RL32_ECOBW	50S ribosomal protein L32	rpmF BWG_0937	Escherichia coli (strain K12 / MC4100 / BW2952)	57
C4ZS34	reviewed	ACP_ECOBW	Acyl carrier protein, ACP	acpP BWG_0942	Escherichia coli (strain K12 / MC4100 / BW2952)	78
C4ZS38	reviewed	KTHY_ECOBW	Thymidylate kinase, EC 2.7.4.9 (dTMP kinase)	tmk BWG_0946	Escherichia coli (strain K12 / MC4100 / BW2952)	213
C4ZS46	reviewed	THIK_ECOBW	Thiamine kinase, EC 2.7.1.89	thiK BWG_0954	Escherichia coli (strain K12 / MC4100 / BW2952)	274
C4ZS72	reviewed	HFLD_ECOBW	High frequency lysogenization protein HflD	hflD BWG_0980	Escherichia coli (strain K12 / MC4100 / BW2952)	213
C4ZS77	reviewed	IRAM_ECOBW	Anti-adapter protein IraM	iraM BWG_0985	Escherichia coli (strain K12 / MC4100 / BW2952)	107
C4ZS91	reviewed	MINE_ECOBW	Cell division topological specificity factor	minE BWG_0999	Escherichia coli (strain K12 / MC4100 / BW2952)	88
C4ZS93	reviewed	MINC_ECOBW	Probable septum site-determining protein MinC	minC BWG_1001	Escherichia coli (strain K12 / MC4100 / BW2952)	231
C4ZSB0	reviewed	HIS8_ECOBW	Histidinol-phosphate aminotransferase, EC 2.6.1.9 (Imidazole acetol-phosphate transaminase)	hisC BWG_1812	Escherichia coli (strain K12 / MC4100 / BW2952)	356
C4ZSB3	reviewed	HIS4_ECOBW	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, EC 5.3.1.16 (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA BWG_1815	Escherichia coli (strain K12 / MC4100 / BW2952)	245
C4ZSG2	reviewed	MDTA_ECOBW	Multidrug resistance protein MdtA (Multidrug transporter MdtA)	mdtA BWG_1864	Escherichia coli (strain K12 / MC4100 / BW2952)	415
C4ZSG3	reviewed	MDTB_ECOBW	Multidrug resistance protein MdtB (Multidrug transporter MdtB)	mdtB BWG_1865	Escherichia coli (strain K12 / MC4100 / BW2952)	1040
C4ZSG4	reviewed	MDTC_ECOBW	Multidrug resistance protein MdtC (Multidrug transporter MdtC)	mdtC BWG_1866	Escherichia coli (strain K12 / MC4100 / BW2952)	1025
C4ZSG5	reviewed	MDTD_ECOBW	Putative multidrug resistance protein MdtD	mdtD BWG_1867	Escherichia coli (strain K12 / MC4100 / BW2952)	471
C4ZSH9	reviewed	GATZ_ECOBW	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ BWG_1881	Escherichia coli (strain K12 / MC4100 / BW2952)	420
C4ZSM1	reviewed	YOHJ_ECOBW	UPF0299 membrane protein YohJ	yohJ BWG_1923	Escherichia coli (strain K12 / MC4100 / BW2952)	132
C4ZSP0	reviewed	DIAA_ECOBW	DnaA initiator-associating protein DiaA	diaA BWG_2853	Escherichia coli (strain K12 / MC4100 / BW2952)	196
C4ZSQ6	reviewed	RS15_ECOBW	30S ribosomal protein S15	rpsO BWG_2869	Escherichia coli (strain K12 / MC4100 / BW2952)	89
C4ZSQ8	reviewed	RBFA_ECOBW	Ribosome-binding factor A	rbfA BWG_2871	Escherichia coli (strain K12 / MC4100 / BW2952)	133
C4ZSQ9	reviewed	IF2_ECOBW	Translation initiation factor IF-2	infB BWG_2872	Escherichia coli (strain K12 / MC4100 / BW2952)	890
C4ZSR1	reviewed	RIMP_ECOBW	Ribosome maturation factor RimP	rimP yhbC BWG_2874	Escherichia coli (strain K12 / MC4100 / BW2952)	152
C4ZSR5	reviewed	GLMM_ECOBW	Phosphoglucosamine mutase, EC 5.4.2.10	glmM BWG_2878	Escherichia coli (strain K12 / MC4100 / BW2952)	445
C4ZSS4	reviewed	RL27_ECOBW	50S ribosomal protein L27	rpmA BWG_2887	Escherichia coli (strain K12 / MC4100 / BW2952)	85
C4ZSS5	reviewed	RL21_ECOBW	50S ribosomal protein L21	rplU BWG_2888	Escherichia coli (strain K12 / MC4100 / BW2952)	103
C4ZSU4	reviewed	RAPZ_ECOBW	RNase adapter protein RapZ	rapZ BWG_2907	Escherichia coli (strain K12 / MC4100 / BW2952)	284
C4ZSW1	reviewed	NANE_ECOBW	Putative N-acetylmannosamine-6-phosphate 2-epimerase, EC 5.1.3.9 (ManNAc-6-P epimerase)	nanE BWG_2924	Escherichia coli (strain K12 / MC4100 / BW2952)	229
C4ZSW2	reviewed	NANT_ECOBW	Sialic acid transporter NanT (Sialic acid permease) (Sialic acid/H(+) symporter)	nanT BWG_2925	Escherichia coli (strain K12 / MC4100 / BW2952)	496
C4ZSW4	reviewed	NANR_ECOBW	HTH-type transcriptional repressor NanR	nanR BWG_2927	Escherichia coli (strain K12 / MC4100 / BW2952)	263
C4ZSW9	reviewed	RL13_ECOBW	50S ribosomal protein L13	rplM BWG_2932	Escherichia coli (strain K12 / MC4100 / BW2952)	142
C4ZSX4	reviewed	MDH_ECOBW	Malate dehydrogenase, EC 1.1.1.37	mdh BWG_2937	Escherichia coli (strain K12 / MC4100 / BW2952)	312
C4ZSX5	reviewed	ARGR_ECOBW	Arginine repressor	argR BWG_2938	Escherichia coli (strain K12 / MC4100 / BW2952)	156
C4ZSX8	reviewed	AAEB_ECOBW	p-hydroxybenzoic acid efflux pump subunit AaeB, pHBA efflux pump protein B	aaeB BWG_2941	Escherichia coli (strain K12 / MC4100 / BW2952)	655
C4ZSX9	reviewed	AAEA_ECOBW	p-hydroxybenzoic acid efflux pump subunit AaeA, pHBA efflux pump protein A	aaeA BWG_2942	Escherichia coli (strain K12 / MC4100 / BW2952)	310
C4ZSY0	reviewed	AAEX_ECOBW	Protein AaeX	aaeX BWG_2943	Escherichia coli (strain K12 / MC4100 / BW2952)	67
C4ZSZ5	reviewed	PRMA_ECOBW	Ribosomal protein L11 methyltransferase, L11 Mtase, EC 2.1.1.-	prmA BWG_2958	Escherichia coli (strain K12 / MC4100 / BW2952)	293
C4ZSZ7	reviewed	FIS_ECOBW	DNA-binding protein Fis	fis BWG_2960	Escherichia coli (strain K12 / MC4100 / BW2952)	98
C4ZT10	reviewed	UXUA_ECOBW	Mannonate dehydratase, EC 4.2.1.8 (D-mannonate hydro-lyase)	uxuA BWG_4020	Escherichia coli (strain K12 / MC4100 / BW2952)	394
C4ZT14	reviewed	IRAD_ECOBW	Anti-adapter protein IraD	iraD BWG_4024	Escherichia coli (strain K12 / MC4100 / BW2952)	130
C4ZT19	reviewed	KPTA_ECOBW	Probable RNA 2'-phosphotransferase, EC 2.7.1.-	kptA BWG_4029	Escherichia coli (strain K12 / MC4100 / BW2952)	184
C4ZT30	reviewed	SYME_ECOBW	Endoribonuclease SymE, EC 3.1.-.-	symE BWG_4040	Escherichia coli (strain K12 / MC4100 / BW2952)	113
C4ZT45	reviewed	DNAT_ECOBW	Primosomal protein 1 (Primosomal protein I)	dnaT BWG_4055	Escherichia coli (strain K12 / MC4100 / BW2952)	179
C4ZT56	reviewed	RF3_ECOBW	Peptide chain release factor 3, RF-3	prfC BWG_4066	Escherichia coli (strain K12 / MC4100 / BW2952)	529
C4ZT58	reviewed	YTJA_ECOBW	UPF0391 membrane protein YtjA	ytjA BWG_4068	Escherichia coli (strain K12 / MC4100 / BW2952)	53
C4ZT75	reviewed	TRPR_ECOBW	Trp operon repressor	trpR BWG_4085	Escherichia coli (strain K12 / MC4100 / BW2952)	108
C4ZT96	reviewed	FRSA_ECOBW	Esterase FrsA, EC 3.1.1.1	frsA BWG_0221	Escherichia coli (strain K12 / MC4100 / BW2952)	414
C4ZT97	reviewed	CRL_ECOBW	Sigma factor-binding protein Crl	crl BWG_0222	Escherichia coli (strain K12 / MC4100 / BW2952)	133
C4ZTA0	reviewed	PROA_ECOBW	Gamma-glutamyl phosphate reductase, GPR, EC 1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase, GSA dehydrogenase)	proA BWG_0225	Escherichia coli (strain K12 / MC4100 / BW2952)	417
